#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=# DC-ShadowNet (ICCV'2021)  ## Introduction > \[DC-ShadowNet: Single-Image Hard and Soft Shadow Removal Using Unsupervised Domain-Classifier Guided Network\](https://arxiv.org/abs/2207.10434)<br> >  International Conference on Computer Vision (ICCV'2021)  \[Yeying Jin\](https://jinyeying.github.io/), \[Aashish Sharma\](https://aasharma90.github.io/) and \[Robby T.
1-1	0-1	#	*[523]|*[787]	SOFTWARE[523]|SOFTWARE[787]
47-465	8156-8157	/	*[787]	SOFTWARE[787]
47-466	8157-8160	SRD	*[787]	SOFTWARE[787]
47-467	8161-8162	-	*[787]	SOFTWARE[787]
47-468	8162-8163	-	*[787]	SOFTWARE[787]
47-469	8163-8172	iteration	*[787]	SOFTWARE[787]
47-470	8173-8180	1000000	*[787]	SOFTWARE[787]
47-471	8181-8182	`	*[787]	SOFTWARE[787]
47-472	8182-8183	`	*[787]	SOFTWARE[787]
47-473	8183-8184	`	*[787]	SOFTWARE[787]
47-474	8186-8187	#	*[787]	SOFTWARE[787]
47-475	8187-8188	#	*[787]	SOFTWARE[787]
47-476	8189-8194	Train	*[787]	SOFTWARE[787]
47-477	8195-8199	with	*[787]	SOFTWARE[787]
47-478	8200-8211	Shadow-Free	*[787]	SOFTWARE[787]
47-479	8212-8224	Chromaticity	*[787]	SOFTWARE[787]
47-480	8225-8229	Loss	*[787]	SOFTWARE[787]
47-481	8230-8231	`	*[787]	SOFTWARE[787]
47-482	8231-8232	`	*[787]	SOFTWARE[787]
47-483	8232-8233	`	*[787]	SOFTWARE[787]
47-484	8234-8254	CUDA\_VISIBLE\_DEVICES	*[787]	SOFTWARE[787]
47-485	8254-8255	=	*[787]	SOFTWARE[787]
47-486	8255-8256	'	*[787]	SOFTWARE[787]
47-487	8256-8257	0	*[787]	SOFTWARE[787]
47-488	8257-8258	'	*[787]	SOFTWARE[787]
47-489	8259-8265	python	*[787]	SOFTWARE[787]
47-490	8266-8279	main\_train.py	*[787]	SOFTWARE[787]
47-491	8280-8281	-	*[787]	SOFTWARE[787]
47-492	8281-8282	-	*[787]	SOFTWARE[787]
47-493	8282-8289	dataset	*[787]	SOFTWARE[787]
47-494	8290-8293	SRD	*[787]	SOFTWARE[787]
47-495	8294-8295	-	*[787]	SOFTWARE[787]
47-496	8295-8296	-	*[787]	SOFTWARE[787]
47-497	8296-8307	datasetpath	*[787]	SOFTWARE[787]
47-498	8308-8309	/	*[787]	SOFTWARE[787]
47-499	8309-8314	home1	*[787]	SOFTWARE[787]
47-500	8314-8315	/	*[787]	SOFTWARE[787]
47-501	8315-8321	yeying	*[787]	SOFTWARE[787]
47-502	8321-8322	/	*[787]	SOFTWARE[787]
47-503	8322-8363	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
47-504	8363-8364	/	*[787]	SOFTWARE[787]
47-505	8364-8371	dataset	*[787]	SOFTWARE[787]
47-506	8371-8372	/	*[787]	SOFTWARE[787]
47-507	8372-8375	SRD	*[787]	SOFTWARE[787]
47-508	8376-8377	-	*[787]	SOFTWARE[787]
47-509	8377-8378	-	*[787]	SOFTWARE[787]
47-510	8378-8387	iteration	*[787]	SOFTWARE[787]
47-511	8388-8395	1000000	*[787]	SOFTWARE[787]
47-512	8396-8397	-	*[787]	SOFTWARE[787]
47-513	8397-8398	-	*[787]	SOFTWARE[787]
47-514	8398-8409	use\_ch\_loss	*[787]	SOFTWARE[787]
47-515	8410-8414	True	*[787]	SOFTWARE[787]
47-516	8415-8416	`	*[787]	SOFTWARE[787]
47-517	8416-8417	`	*[787]	SOFTWARE[787]
47-518	8417-8418	`	*[787]	SOFTWARE[787]
47-519	8419-8420	`	*[787]	SOFTWARE[787]
47-520	8420-8421	`	*[787]	SOFTWARE[787]
47-521	8421-8422	`	*[787]	SOFTWARE[787]
47-522	8423-8424	$	*[787]	SOFTWARE[787]
47-523	8424-8425	{	*[787]	SOFTWARE[787]
47-524	8425-8466	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
47-525	8466-8467	}	*[787]	SOFTWARE[787]
47-526	8468-8469	\|	*[787]	SOFTWARE[787]
47-527	8469-8470	-	*[787]	SOFTWARE[787]
47-528	8470-8471	-	*[787]	SOFTWARE[787]
47-529	8472-8479	dataset	*[787]	SOFTWARE[787]
47-530	8484-8485	\|	*[787]	SOFTWARE[787]
47-531	8485-8486	-	*[787]	SOFTWARE[787]
47-532	8486-8487	-	*[787]	SOFTWARE[787]
47-533	8488-8491	SRD	*[787]	SOFTWARE[787]
47-534	8498-8499	\|	*[787]	SOFTWARE[787]
47-535	8499-8500	-	*[787]	SOFTWARE[787]
47-536	8500-8501	-	*[787]	SOFTWARE[787]
47-537	8502-8508	trainA	*[787]	SOFTWARE[787]
47-538	8509-8510	#	*[787]	SOFTWARE[787]
47-539	8510-8511	#	*[787]	SOFTWARE[787]
47-540	8512-8518	Shadow	*[787]	SOFTWARE[787]
47-541	8526-8527	\|	*[787]	SOFTWARE[787]
47-542	8527-8528	-	*[787]	SOFTWARE[787]
47-543	8528-8529	-	*[787]	SOFTWARE[787]
47-544	8530-8536	trainB	*[787]	SOFTWARE[787]
47-545	8537-8538	#	*[787]	SOFTWARE[787]
47-546	8538-8539	#	*[787]	SOFTWARE[787]
47-547	8540-8551	Shadow-free	*[787]	SOFTWARE[787]
47-548	8559-8560	\|	*[787]	SOFTWARE[787]
47-549	8560-8561	-	*[787]	SOFTWARE[787]
47-550	8561-8562	-	*[787]	SOFTWARE[787]
47-551	8563-8569	trainC	*[787]	SOFTWARE[787]
47-552	8570-8571	#	*[787]	SOFTWARE[787]
47-553	8571-8572	#	*[787]	SOFTWARE[787]
47-554	8573-8584	Shadow-Free	*[787]	SOFTWARE[787]
47-555	8585-8597	Chromaticity	*[787]	SOFTWARE[787]
47-556	8598-8602	Maps	*[787]	SOFTWARE[787]
47-557	8603-8608	after	*[787]	SOFTWARE[787]
47-558	8609-8621	Illumination	*[787]	SOFTWARE[787]
47-559	8622-8634	Compensation	*[787]	SOFTWARE[787]
47-560	8641-8642	\|	*[787]	SOFTWARE[787]
47-561	8642-8643	-	*[787]	SOFTWARE[787]
47-562	8643-8644	-	*[787]	SOFTWARE[787]
47-563	8645-8650	testA	*[787]	SOFTWARE[787]
47-564	8652-8653	#	*[787]	SOFTWARE[787]
47-565	8653-8654	#	*[787]	SOFTWARE[787]
47-566	8655-8661	Shadow	*[787]	SOFTWARE[787]
47-567	8669-8670	\|	*[787]	SOFTWARE[787]
47-568	8670-8671	-	*[787]	SOFTWARE[787]
47-569	8671-8672	-	*[787]	SOFTWARE[787]
47-570	8673-8678	testB	*[787]	SOFTWARE[787]
47-571	8680-8681	#	*[787]	SOFTWARE[787]
47-572	8681-8682	#	*[787]	SOFTWARE[787]
47-573	8683-8694	Shadow-free	*[787]	SOFTWARE[787]
47-574	8701-8702	\|	*[787]	SOFTWARE[787]
47-575	8702-8703	-	*[787]	SOFTWARE[787]
47-576	8703-8704	-	*[787]	SOFTWARE[787]
47-577	8705-8710	testC	*[787]	SOFTWARE[787]
47-578	8712-8713	#	*[787]	SOFTWARE[787]
47-579	8713-8714	#	*[787]	SOFTWARE[787]
47-580	8715-8726	Shadow-Free	*[787]	SOFTWARE[787]
47-581	8727-8739	Chromaticity	*[787]	SOFTWARE[787]
47-582	8740-8744	Maps	*[787]	SOFTWARE[787]
47-583	8745-8750	after	*[787]	SOFTWARE[787]
47-584	8751-8763	Illumination	*[787]	SOFTWARE[787]
47-585	8764-8776	Compensation	*[787]	SOFTWARE[787]
47-586	8777-8778	`	*[787]	SOFTWARE[787]
47-587	8778-8779	`	*[787]	SOFTWARE[787]
47-588	8779-8780	`	*[787]	SOFTWARE[787]
47-589	8782-8785	The	*[787]	SOFTWARE[787]
47-590	8786-8787	`	*[787]	SOFTWARE[787]
47-591	8787-8793	trainC	*[787]	SOFTWARE[787]
47-592	8793-8794	`	*[787]	SOFTWARE[787]
47-593	8795-8798	and	*[787]	SOFTWARE[787]
47-594	8799-8800	`	*[787]	SOFTWARE[787]
47-595	8800-8805	testC	*[787]	SOFTWARE[787]
47-596	8805-8806	`	*[787]	SOFTWARE[787]
47-597	8807-8813	folder	*[787]	SOFTWARE[787]
47-598	8814-8817	are	*[787]	SOFTWARE[787]
47-599	8818-8821	the	*[787]	SOFTWARE[787]
47-600	8822-8829	results	*[787]	SOFTWARE[787]
47-601	8830-8832	of	*[787]	SOFTWARE[787]
47-602	8833-8834	`	*[787]	SOFTWARE[787]
47-603	8834-8835	0	*[787]	SOFTWARE[787]
47-604	8835-8836	\_	*[787]	SOFTWARE[787]
47-605	8836-8867	Shadow-Free\_Chromaticity\_matlab	*[787]	SOFTWARE[787]
47-606	8867-8868	/	*[787]	SOFTWARE[787]
47-607	8868-8881	physics\_all.m	*[787]	SOFTWARE[787]
47-608	8881-8882	`	*[787]	SOFTWARE[787]
47-609	8885-8886	\|	*[787]	SOFTWARE[787]
47-610	8887-8890	SRD	*[787]	SOFTWARE[787]
47-611	8891-8897	trainC	*[787]	SOFTWARE[787]
47-612	8898-8899	\[	*[787]	SOFTWARE[787]
47-613	8899-8900	\[	*[787]	SOFTWARE[787]
47-614	8900-8907	Dropbox	*[787]	SOFTWARE[787]
47-615	8907-8908	\]	*[787]	SOFTWARE[787]
47-616	8908-8909	\]	*[787]	SOFTWARE[787]
47-617	8909-8910	(	*[787]	SOFTWARE[787]
47-618	8910-8915	https	*[787]	SOFTWARE[787]
47-619	8915-8916	:	*[787]	SOFTWARE[787]
47-620	8916-8917	/	*[787]	SOFTWARE[787]
47-621	8917-8918	/	*[787]	SOFTWARE[787]
47-622	8918-8933	www.dropbox.com	*[787]	SOFTWARE[787]
47-623	8933-8934	/	*[787]	SOFTWARE[787]
47-624	8934-8937	scl	*[787]	SOFTWARE[787]
47-625	8937-8938	/	*[787]	SOFTWARE[787]
47-626	8938-8940	fo	*[787]	SOFTWARE[787]
47-627	8940-8941	/	*[787]	SOFTWARE[787]
47-628	8941-8962	tjpau664y1hq6wgvgbfkb	*[787]	SOFTWARE[787]
47-629	8962-8963	/	*[787]	SOFTWARE[787]
47-630	8963-8986	AKWvDeEVIlUX1ZWCBBBgiZs	*[787]	SOFTWARE[787]
47-631	8986-8987	?	*[787]	SOFTWARE[787]

#Text=rlkey=bsjbrz279oyzvngixqt0k795b&dl=0) \[\[BaiduPan(code:srdc)\]\](https://pan.baidu.com/s/16WBQQL4GkXllD-LkvYb6eA?
48-1	8987-8992	rlkey	*[787]	SOFTWARE[787]
48-2	8992-8993	=	*[787]	SOFTWARE[787]
48-3	8993-9018	bsjbrz279oyzvngixqt0k795b	*[787]	SOFTWARE[787]
48-4	9018-9019	&	*[787]	SOFTWARE[787]
48-5	9019-9021	dl	*[787]	SOFTWARE[787]
48-6	9021-9022	=	*[787]	SOFTWARE[787]
48-7	9022-9023	0	*[787]	SOFTWARE[787]
48-8	9023-9024	)	*[787]	SOFTWARE[787]
48-9	9025-9026	\[	*[787]	SOFTWARE[787]
48-10	9026-9027	\[	*[787]	SOFTWARE[787]
48-11	9027-9035	BaiduPan	*[787]	SOFTWARE[787]
48-12	9035-9036	(	*[787]	SOFTWARE[787]
48-13	9036-9040	code	*[787]	SOFTWARE[787]
48-14	9040-9041	:	*[787]	SOFTWARE[787]
48-15	9041-9045	srdc	*[787]	SOFTWARE[787]
48-16	9045-9046	)	*[787]	SOFTWARE[787]
48-17	9046-9047	\]	*[787]	SOFTWARE[787]
48-18	9047-9048	\]	*[787]	SOFTWARE[787]
48-19	9048-9049	(	*[787]	SOFTWARE[787]
48-20	9049-9054	https	*[787]	SOFTWARE[787]
48-21	9054-9055	:	*[787]	SOFTWARE[787]
48-22	9055-9056	/	*[787]	SOFTWARE[787]
48-23	9056-9057	/	*[787]	SOFTWARE[787]
48-24	9057-9070	pan.baidu.com	*[787]	SOFTWARE[787]
48-25	9070-9071	/	*[787]	SOFTWARE[787]
48-26	9071-9072	s	*[787]	SOFTWARE[787]
48-27	9072-9073	/	*[787]	SOFTWARE[787]
48-28	9073-9096	16WBQQL4GkXllD-LkvYb6eA	*[787]	SOFTWARE[787]
48-29	9096-9097	?	*[787]	SOFTWARE[787]

#Text=pwd=srdc)\| SRD testC \[\[Dropbox\]\](https://www.dropbox.com/scl/fo/2ordu4qggheead9osdfo5/AA-Tqfo2hmTUJhVC-qKS9B0?
49-1	9097-9100	pwd	*[787]	SOFTWARE[787]
49-2	9100-9101	=	*[787]	SOFTWARE[787]
49-3	9101-9105	srdc	*[787]	SOFTWARE[787]
49-4	9105-9106	)	*[787]	SOFTWARE[787]
49-5	9106-9107	\|	*[787]	SOFTWARE[787]
49-6	9108-9111	SRD	*[787]	SOFTWARE[787]
49-7	9112-9117	testC	*[787]	SOFTWARE[787]
49-8	9118-9119	\[	*[787]	SOFTWARE[787]
49-9	9119-9120	\[	*[787]	SOFTWARE[787]
49-10	9120-9127	Dropbox	*[787]	SOFTWARE[787]
49-11	9127-9128	\]	*[787]	SOFTWARE[787]
49-12	9128-9129	\]	*[787]	SOFTWARE[787]
49-13	9129-9130	(	*[787]	SOFTWARE[787]
49-14	9130-9135	https	*[787]	SOFTWARE[787]
49-15	9135-9136	:	*[787]	SOFTWARE[787]
49-16	9136-9137	/	*[787]	SOFTWARE[787]
49-17	9137-9138	/	*[787]	SOFTWARE[787]
49-18	9138-9153	www.dropbox.com	*[787]	SOFTWARE[787]
49-19	9153-9154	/	*[787]	SOFTWARE[787]
49-20	9154-9157	scl	*[787]	SOFTWARE[787]
49-21	9157-9158	/	*[787]	SOFTWARE[787]
49-22	9158-9160	fo	*[787]	SOFTWARE[787]
49-23	9160-9161	/	*[787]	SOFTWARE[787]
49-24	9161-9182	2ordu4qggheead9osdfo5	*[787]	SOFTWARE[787]
49-25	9182-9183	/	*[787]	SOFTWARE[787]
49-26	9183-9206	AA-Tqfo2hmTUJhVC-qKS9B0	*[787]	SOFTWARE[787]
49-27	9206-9207	?	*[787]	SOFTWARE[787]

#Text=rlkey=xop89aujiryt24x0ypd3xhh7j&st=ahx73wgi&dl=0) \[\[BaiduPan(code:srdc)\]\](https://pan.baidu.com/s/1T3huME5UQPfALzfEaAYGQw?
50-1	9207-9212	rlkey	*[787]	SOFTWARE[787]
50-2	9212-9213	=	*[787]	SOFTWARE[787]
50-3	9213-9238	xop89aujiryt24x0ypd3xhh7j	*[787]	SOFTWARE[787]
50-4	9238-9239	&	*[787]	SOFTWARE[787]
50-5	9239-9241	st	*[787]	SOFTWARE[787]
50-6	9241-9242	=	*[787]	SOFTWARE[787]
50-7	9242-9250	ahx73wgi	*[787]	SOFTWARE[787]
50-8	9250-9251	&	*[787]	SOFTWARE[787]
50-9	9251-9253	dl	*[787]	SOFTWARE[787]
50-10	9253-9254	=	*[787]	SOFTWARE[787]
50-11	9254-9255	0	*[787]	SOFTWARE[787]
50-12	9255-9256	)	*[787]	SOFTWARE[787]
50-13	9257-9258	\[	*[787]	SOFTWARE[787]
50-14	9258-9259	\[	*[787]	SOFTWARE[787]
50-15	9259-9267	BaiduPan	*[787]	SOFTWARE[787]
50-16	9267-9268	(	*[787]	SOFTWARE[787]
50-17	9268-9272	code	*[787]	SOFTWARE[787]
50-18	9272-9273	:	*[787]	SOFTWARE[787]
50-19	9273-9277	srdc	*[787]	SOFTWARE[787]
50-20	9277-9278	)	*[787]	SOFTWARE[787]
50-21	9278-9279	\]	*[787]	SOFTWARE[787]
50-22	9279-9280	\]	*[787]	SOFTWARE[787]
50-23	9280-9281	(	*[787]	SOFTWARE[787]
50-24	9281-9286	https	*[787]	SOFTWARE[787]
50-25	9286-9287	:	*[787]	SOFTWARE[787]
50-26	9287-9288	/	*[787]	SOFTWARE[787]
50-27	9288-9289	/	*[787]	SOFTWARE[787]
50-28	9289-9302	pan.baidu.com	*[787]	SOFTWARE[787]
50-29	9302-9303	/	*[787]	SOFTWARE[787]
50-30	9303-9304	s	*[787]	SOFTWARE[787]
50-31	9304-9305	/	*[787]	SOFTWARE[787]
50-32	9305-9328	1T3huME5UQPfALzfEaAYGQw	*[787]	SOFTWARE[787]
50-33	9328-9329	?	*[787]	SOFTWARE[787]

#Text=pwd=srdc) \| ISTD trainC \[\[Dropbox\]\](https://www.dropbox.com/scl/fo/ym4tt6999nqik4aovnmjd/AIPo7LNX9aUmR2X0NQo8\_sI?
51-1	9329-9332	pwd	*[787]	SOFTWARE[787]
51-2	9332-9333	=	*[787]	SOFTWARE[787]
51-3	9333-9337	srdc	*[787]	SOFTWARE[787]
51-4	9337-9338	)	*[787]	SOFTWARE[787]
51-5	9339-9340	\|	*[787]	SOFTWARE[787]
51-6	9341-9345	ISTD	*[787]	SOFTWARE[787]
51-7	9346-9352	trainC	*[787]	SOFTWARE[787]
51-8	9353-9354	\[	*[787]	SOFTWARE[787]
51-9	9354-9355	\[	*[787]	SOFTWARE[787]
51-10	9355-9362	Dropbox	*[787]	SOFTWARE[787]
51-11	9362-9363	\]	*[787]	SOFTWARE[787]
51-12	9363-9364	\]	*[787]	SOFTWARE[787]
51-13	9364-9365	(	*[787]	SOFTWARE[787]
51-14	9365-9370	https	*[787]	SOFTWARE[787]
51-15	9370-9371	:	*[787]	SOFTWARE[787]
51-16	9371-9372	/	*[787]	SOFTWARE[787]
51-17	9372-9373	/	*[787]	SOFTWARE[787]
51-18	9373-9388	www.dropbox.com	*[787]	SOFTWARE[787]
51-19	9388-9389	/	*[787]	SOFTWARE[787]
51-20	9389-9392	scl	*[787]	SOFTWARE[787]
51-21	9392-9393	/	*[787]	SOFTWARE[787]
51-22	9393-9395	fo	*[787]	SOFTWARE[787]
51-23	9395-9396	/	*[787]	SOFTWARE[787]
51-24	9396-9417	ym4tt6999nqik4aovnmjd	*[787]	SOFTWARE[787]
51-25	9417-9418	/	*[787]	SOFTWARE[787]
51-26	9418-9438	AIPo7LNX9aUmR2X0NQo8	*[787]	SOFTWARE[787]
51-27	9438-9439	\_	*[787]	SOFTWARE[787]
51-28	9439-9441	sI	*[787]	SOFTWARE[787]
51-29	9441-9442	?	*[787]	SOFTWARE[787]

#Text=rlkey=fyby4kexn1g009xhb5bkph32e&dl=0) \[\[BaiduPan(code:istd)\]\](https://pan.baidu.com/s/1aSPXH6DVpGGc\_RfDP7mADQ?
52-1	9442-9447	rlkey	*[787]	SOFTWARE[787]
52-2	9447-9448	=	*[787]	SOFTWARE[787]
52-3	9448-9473	fyby4kexn1g009xhb5bkph32e	*[787]	SOFTWARE[787]
52-4	9473-9474	&	*[787]	SOFTWARE[787]
52-5	9474-9476	dl	*[787]	SOFTWARE[787]
52-6	9476-9477	=	*[787]	SOFTWARE[787]
52-7	9477-9478	0	*[787]	SOFTWARE[787]
52-8	9478-9479	)	*[787]	SOFTWARE[787]
52-9	9480-9481	\[	*[787]	SOFTWARE[787]
52-10	9481-9482	\[	*[787]	SOFTWARE[787]
52-11	9482-9490	BaiduPan	*[787]	SOFTWARE[787]
52-12	9490-9491	(	*[787]	SOFTWARE[787]
52-13	9491-9495	code	*[787]	SOFTWARE[787]
52-14	9495-9496	:	*[787]	SOFTWARE[787]
52-15	9496-9500	istd	*[787]	SOFTWARE[787]
52-16	9500-9501	)	*[787]	SOFTWARE[787]
52-17	9501-9502	\]	*[787]	SOFTWARE[787]
52-18	9502-9503	\]	*[787]	SOFTWARE[787]
52-19	9503-9504	(	*[787]	SOFTWARE[787]
52-20	9504-9509	https	*[787]	SOFTWARE[787]
52-21	9509-9510	:	*[787]	SOFTWARE[787]
52-22	9510-9511	/	*[787]	SOFTWARE[787]
52-23	9511-9512	/	*[787]	SOFTWARE[787]
52-24	9512-9525	pan.baidu.com	*[787]	SOFTWARE[787]
52-25	9525-9526	/	*[787]	SOFTWARE[787]
52-26	9526-9527	s	*[787]	SOFTWARE[787]
52-27	9527-9528	/	*[787]	SOFTWARE[787]
52-28	9528-9551	1aSPXH6DVpGGc\_RfDP7mADQ	*[787]	SOFTWARE[787]
52-29	9551-9552	?	*[787]	SOFTWARE[787]

#Text=pwd=istd)\| ISTD testC \[\[Dropbox\]\](https://www.dropbox.com/scl/fo/cqlu31fsixc48kelb96vs/ANQ6GrWGvGBclT3ThY6ltGA?
53-1	9552-9555	pwd	*[787]	SOFTWARE[787]
53-2	9555-9556	=	*[787]	SOFTWARE[787]
53-3	9556-9560	istd	*[787]	SOFTWARE[787]
53-4	9560-9561	)	*[787]	SOFTWARE[787]
53-5	9561-9562	\|	*[787]	SOFTWARE[787]
53-6	9563-9567	ISTD	*[787]	SOFTWARE[787]
53-7	9568-9573	testC	*[787]	SOFTWARE[787]
53-8	9574-9575	\[	*[787]	SOFTWARE[787]
53-9	9575-9576	\[	*[787]	SOFTWARE[787]
53-10	9576-9583	Dropbox	*[787]	SOFTWARE[787]
53-11	9583-9584	\]	*[787]	SOFTWARE[787]
53-12	9584-9585	\]	*[787]	SOFTWARE[787]
53-13	9585-9586	(	*[787]	SOFTWARE[787]
53-14	9586-9591	https	*[787]	SOFTWARE[787]
53-15	9591-9592	:	*[787]	SOFTWARE[787]
53-16	9592-9593	/	*[787]	SOFTWARE[787]
53-17	9593-9594	/	*[787]	SOFTWARE[787]
53-18	9594-9609	www.dropbox.com	*[787]	SOFTWARE[787]
53-19	9609-9610	/	*[787]	SOFTWARE[787]
53-20	9610-9613	scl	*[787]	SOFTWARE[787]
53-21	9613-9614	/	*[787]	SOFTWARE[787]
53-22	9614-9616	fo	*[787]	SOFTWARE[787]
53-23	9616-9617	/	*[787]	SOFTWARE[787]
53-24	9617-9638	cqlu31fsixc48kelb96vs	*[787]	SOFTWARE[787]
53-25	9638-9639	/	*[787]	SOFTWARE[787]
53-26	9639-9662	ANQ6GrWGvGBclT3ThY6ltGA	*[787]	SOFTWARE[787]
53-27	9662-9663	?	*[787]	SOFTWARE[787]

#Text=rlkey=30yg1v0orktptc92tvsettdrv&st=5xpq3fji&dl=0)\[\[BaiduPan(code:istd)\]\](https://pan.baidu.com/s/1TmrPgDHwEaP95cyEppfCjQ?
54-1	9663-9668	rlkey	*[787]	SOFTWARE[787]
54-2	9668-9669	=	*[787]	SOFTWARE[787]
54-3	9669-9694	30yg1v0orktptc92tvsettdrv	*[787]	SOFTWARE[787]
54-4	9694-9695	&	*[787]	SOFTWARE[787]
54-5	9695-9697	st	*[787]	SOFTWARE[787]
54-6	9697-9698	=	*[787]	SOFTWARE[787]
54-7	9698-9706	5xpq3fji	*[787]	SOFTWARE[787]
54-8	9706-9707	&	*[787]	SOFTWARE[787]
54-9	9707-9709	dl	*[787]	SOFTWARE[787]
54-10	9709-9710	=	*[787]	SOFTWARE[787]
54-11	9710-9711	0	*[787]	SOFTWARE[787]
54-12	9711-9712	)	*[787]	SOFTWARE[787]
54-13	9712-9713	\[	*[787]	SOFTWARE[787]
54-14	9713-9714	\[	*[787]	SOFTWARE[787]
54-15	9714-9722	BaiduPan	*[787]	SOFTWARE[787]
54-16	9722-9723	(	*[787]	SOFTWARE[787]
54-17	9723-9727	code	*[787]	SOFTWARE[787]
54-18	9727-9728	:	*[787]	SOFTWARE[787]
54-19	9728-9732	istd	*[787]	SOFTWARE[787]
54-20	9732-9733	)	*[787]	SOFTWARE[787]
54-21	9733-9734	\]	*[787]	SOFTWARE[787]
54-22	9734-9735	\]	*[787]	SOFTWARE[787]
54-23	9735-9736	(	*[787]	SOFTWARE[787]
54-24	9736-9741	https	*[787]	SOFTWARE[787]
54-25	9741-9742	:	*[787]	SOFTWARE[787]
54-26	9742-9743	/	*[787]	SOFTWARE[787]
54-27	9743-9744	/	*[787]	SOFTWARE[787]
54-28	9744-9757	pan.baidu.com	*[787]	SOFTWARE[787]
54-29	9757-9758	/	*[787]	SOFTWARE[787]
54-30	9758-9759	s	*[787]	SOFTWARE[787]
54-31	9759-9760	/	*[787]	SOFTWARE[787]
54-32	9760-9783	1TmrPgDHwEaP95cyEppfCjQ	*[787]	SOFTWARE[787]
54-33	9783-9784	?	*[787]	SOFTWARE[787]

#Text=pwd=istd) \| USR trainC \[\[Dropbox\]\](https://www.dropbox.com/scl/fo/61437etlg9m4i8b0rhwgx/AMEeRUwkzCMNUAWWEMVxr90?
55-1	9784-9787	pwd	*[787]	SOFTWARE[787]
55-2	9787-9788	=	*[787]	SOFTWARE[787]
55-3	9788-9792	istd	*[787]	SOFTWARE[787]
55-4	9792-9793	)	*[787]	SOFTWARE[787]
55-5	9794-9795	\|	*[787]	SOFTWARE[787]
55-6	9796-9799	USR	*[787]	SOFTWARE[787]
55-7	9800-9806	trainC	*[787]	SOFTWARE[787]
55-8	9807-9808	\[	*[787]	SOFTWARE[787]
55-9	9808-9809	\[	*[787]	SOFTWARE[787]
55-10	9809-9816	Dropbox	*[787]	SOFTWARE[787]
55-11	9816-9817	\]	*[787]	SOFTWARE[787]
55-12	9817-9818	\]	*[787]	SOFTWARE[787]
55-13	9818-9819	(	*[787]	SOFTWARE[787]
55-14	9819-9824	https	*[787]	SOFTWARE[787]
55-15	9824-9825	:	*[787]	SOFTWARE[787]
55-16	9825-9826	/	*[787]	SOFTWARE[787]
55-17	9826-9827	/	*[787]	SOFTWARE[787]
55-18	9827-9842	www.dropbox.com	*[787]	SOFTWARE[787]
55-19	9842-9843	/	*[787]	SOFTWARE[787]
55-20	9843-9846	scl	*[787]	SOFTWARE[787]
55-21	9846-9847	/	*[787]	SOFTWARE[787]
55-22	9847-9849	fo	*[787]	SOFTWARE[787]
55-23	9849-9850	/	*[787]	SOFTWARE[787]
55-24	9850-9871	61437etlg9m4i8b0rhwgx	*[787]	SOFTWARE[787]
55-25	9871-9872	/	*[787]	SOFTWARE[787]
55-26	9872-9895	AMEeRUwkzCMNUAWWEMVxr90	*[787]	SOFTWARE[787]
55-27	9895-9896	?	*[787]	SOFTWARE[787]

#Text=rlkey=ls25f7eojdwmiasyebt9i42j2&dl=0) \[\[BaiduPan(code:usrc)\]\](https://pan.baidu.com/s/1mBZ0HrhOeFZCDW10Qtgmtw?
56-1	9896-9901	rlkey	*[787]	SOFTWARE[787]
56-2	9901-9902	=	*[787]	SOFTWARE[787]
56-3	9902-9928	ls25f7eojdwmiasyebt9i42j2&	*[787]	SOFTWARE[787]
56-4	9928-9930	dl	*[787]	SOFTWARE[787]
56-5	9930-9931	=	*[787]	SOFTWARE[787]
56-6	9931-9932	0	*[787]	SOFTWARE[787]
56-7	9932-9933	)	*[787]	SOFTWARE[787]
56-8	9934-9935	\[	*[787]	SOFTWARE[787]
56-9	9935-9936	\[	*[787]	SOFTWARE[787]
56-10	9936-9944	BaiduPan	*[787]	SOFTWARE[787]
56-11	9944-9945	(	*[787]	SOFTWARE[787]
56-12	9945-9949	code	*[787]	SOFTWARE[787]
56-13	9949-9950	:	*[787]	SOFTWARE[787]
56-14	9950-9954	usrc	*[787]	SOFTWARE[787]
56-15	9954-9955	)	*[787]	SOFTWARE[787]
56-16	9955-9956	\]	*[787]	SOFTWARE[787]
56-17	9956-9957	\]	*[787]	SOFTWARE[787]
56-18	9957-9958	(	*[787]	SOFTWARE[787]
56-19	9958-9963	https	*[787]	SOFTWARE[787]
56-20	9963-9964	:	*[787]	SOFTWARE[787]
56-21	9964-9965	/	*[787]	SOFTWARE[787]
56-22	9965-9966	/	*[787]	SOFTWARE[787]
56-23	9966-9979	pan.baidu.com	*[787]	SOFTWARE[787]
56-24	9979-9980	/	*[787]	SOFTWARE[787]
56-25	9980-9981	s	*[787]	SOFTWARE[787]
56-26	9981-9982	/	*[787]	SOFTWARE[787]
56-27	9982-10005	1mBZ0HrhOeFZCDW10Qtgmtw	*[787]	SOFTWARE[787]
