#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=## Accurate 3D Face Reconstruction with Weakly-Supervised Learning: From Single Image to Image Set ##  <p align="center">  <img src="/images/example.gif"> </p>  ### \*\*\_\\\*\\\*\\\*07/20/2021: A \[PyTorch implementation\](https://github.com/sicxu/Deep3DFaceRecon\_pytorch) which has much better performance and is much easier to use is available now.
1-1	0-1	#	*[523]|*[785]	SOFTWARE[523]|SOFTWARE[785]
19-1	3110-3116	ResNet	*[785]	SOFTWARE[785]
19-2	3116-3117	-	*[785]	SOFTWARE[785]
19-3	3117-3119	50	*[785]	SOFTWARE[785]
19-4	3120-3122	is	*[785]	SOFTWARE[785]
19-5	3123-3127	used	*[785]	SOFTWARE[785]
19-6	3128-3130	as	*[785]	SOFTWARE[785]
19-7	3131-3139	backbone	*[785]	SOFTWARE[785]
19-8	3140-3147	network	*[785]	SOFTWARE[785]
19-9	3148-3150	to	*[785]	SOFTWARE[785]
19-10	3151-3158	achieve	*[785]	SOFTWARE[785]
19-11	3159-3163	over	*[785]	SOFTWARE[785]
19-12	3164-3166	50	*[785]	SOFTWARE[785]
19-13	3167-3170	fps	*[785]	SOFTWARE[785]
19-14	3171-3172	(	*[785]	SOFTWARE[785]
19-15	3172-3174	on	*[785]	SOFTWARE[785]
19-16	3175-3178	GTX	*[785]	SOFTWARE[785]
19-17	3179-3183	1080	*[785]	SOFTWARE[785]
19-18	3183-3184	)	*[785]	SOFTWARE[785]
19-19	3185-3188	for	*[785]	SOFTWARE[785]
19-20	3189-3204	reconstructions	*[785]	SOFTWARE[785]
19-21	3204-3205	.	*[785]	SOFTWARE[785]
19-22	3208-3209	#	*[785]	SOFTWARE[785]
19-23	3209-3210	#	*[785]	SOFTWARE[785]
19-24	3211-3218	Getting	*[785]	SOFTWARE[785]
19-25	3219-3226	Started	*[785]	SOFTWARE[785]
19-26	3227-3228	#	*[785]	SOFTWARE[785]
19-27	3228-3229	#	*[785]	SOFTWARE[785]
19-28	3229-3230	#	*[785]	SOFTWARE[785]
19-29	3231-3238	Testing	*[785]	SOFTWARE[785]
19-30	3239-3251	Requirements	*[785]	SOFTWARE[785]
19-31	3252-3253	#	*[785]	SOFTWARE[785]
19-32	3253-3254	#	*[785]	SOFTWARE[785]
19-33	3254-3255	#	*[785]	SOFTWARE[785]
19-34	3257-3258	-	*[785]	SOFTWARE[785]
19-35	3259-3274	Reconstructions	*[785]	SOFTWARE[785]
19-36	3275-3278	can	*[785]	SOFTWARE[785]
19-37	3279-3281	be	*[785]	SOFTWARE[785]
19-38	3282-3286	done	*[785]	SOFTWARE[785]
19-39	3287-3289	on	*[785]	SOFTWARE[785]
19-40	3290-3294	both	*[785]	SOFTWARE[785]
19-41	3295-3302	Windows	*[785]	SOFTWARE[785]
19-42	3303-3306	and	*[785]	SOFTWARE[785]
19-43	3307-3312	Linux	*[785]	SOFTWARE[785]
19-44	3312-3313	.	*[785]	SOFTWARE[785]

#Text=However, we suggest running on Linux because the rendering process is only supported on Linux. - Python 3.6 (numpy, scipy, pillow, argparse). - Tensorflow 1.12. - \[Basel Face Model 2009 (BFM09)\](https://faces.dmi.unibas.ch/bfm/main.php?
20-1	3314-3321	However	*[785]	SOFTWARE[785]
20-2	3321-3322	,	*[785]	SOFTWARE[785]
20-3	3323-3325	we	*[785]	SOFTWARE[785]
20-4	3326-3333	suggest	*[785]	SOFTWARE[785]
20-5	3334-3341	running	*[785]	SOFTWARE[785]
20-6	3342-3344	on	*[785]	SOFTWARE[785]
20-7	3345-3350	Linux	*[785]	SOFTWARE[785]
20-8	3351-3358	because	*[785]	SOFTWARE[785]
20-9	3359-3362	the	*[785]	SOFTWARE[785]
20-10	3363-3372	rendering	*[785]	SOFTWARE[785]
20-11	3373-3380	process	*[785]	SOFTWARE[785]
20-12	3381-3383	is	*[785]	SOFTWARE[785]
20-13	3384-3388	only	*[785]	SOFTWARE[785]
20-14	3389-3398	supported	*[785]	SOFTWARE[785]
20-15	3399-3401	on	*[785]	SOFTWARE[785]
20-16	3402-3407	Linux	*[785]	SOFTWARE[785]
20-17	3407-3408	.	*[785]	SOFTWARE[785]
20-18	3409-3410	-	*[785]	SOFTWARE[785]
20-19	3411-3417	Python	*[785]	SOFTWARE[785]
20-20	3418-3421	3.6	*[785]	SOFTWARE[785]
20-21	3422-3423	(	*[785]	SOFTWARE[785]
20-22	3423-3428	numpy	*[785]	SOFTWARE[785]
20-23	3428-3429	,	*[785]	SOFTWARE[785]
20-24	3430-3435	scipy	*[785]	SOFTWARE[785]
20-25	3435-3436	,	*[785]	SOFTWARE[785]
20-26	3437-3443	pillow	*[785]	SOFTWARE[785]
20-27	3443-3444	,	*[785]	SOFTWARE[785]
20-28	3445-3453	argparse	*[785]	SOFTWARE[785]
20-29	3453-3454	)	*[785]	SOFTWARE[785]
20-30	3454-3455	.	*[785]	SOFTWARE[785]
20-31	3456-3457	-	*[785]	SOFTWARE[785]
20-32	3458-3468	Tensorflow	*[785]	SOFTWARE[785]
20-33	3469-3473	1.12	*[785]	SOFTWARE[785]
20-34	3473-3474	.	*[785]	SOFTWARE[785]
20-35	3475-3476	-	*[785]	SOFTWARE[785]
20-36	3477-3478	\[	*[785]	SOFTWARE[785]
20-37	3478-3483	Basel	*[785]	SOFTWARE[785]
20-38	3484-3488	Face	*[785]	SOFTWARE[785]
20-39	3489-3494	Model	*[785]	SOFTWARE[785]
20-40	3495-3499	2009	*[785]	SOFTWARE[785]
20-41	3500-3501	(	*[785]	SOFTWARE[785]
20-42	3501-3506	BFM09	*[785]	SOFTWARE[785]
20-43	3506-3507	)	*[785]	SOFTWARE[785]
20-44	3507-3508	\]	*[785]	SOFTWARE[785]
20-45	3508-3509	(	*[785]	SOFTWARE[785]
20-46	3509-3514	https	*[785]	SOFTWARE[785]
20-47	3514-3515	:	*[785]	SOFTWARE[785]
20-48	3515-3516	/	*[785]	SOFTWARE[785]
20-49	3516-3517	/	*[785]	SOFTWARE[785]
20-50	3517-3536	faces.dmi.unibas.ch	*[785]	SOFTWARE[785]
20-51	3536-3537	/	*[785]	SOFTWARE[785]
20-52	3537-3540	bfm	*[785]	SOFTWARE[785]
20-53	3540-3541	/	*[785]	SOFTWARE[785]
20-54	3541-3549	main.php	*[785]	SOFTWARE[785]
20-55	3549-3550	?	*[785]	SOFTWARE[785]

#Text=nav=1-0&id=basel\_face\_model)
21-1	3550-3553	nav	*[785]	SOFTWARE[785]
21-2	3553-3554	=	*[785]	SOFTWARE[785]
21-3	3554-3555	1	*[785]	SOFTWARE[785]
21-4	3555-3556	-	*[785]	SOFTWARE[785]
21-5	3556-3558	0&	*[785]	SOFTWARE[785]
21-6	3558-3560	id	*[785]	SOFTWARE[785]
21-7	3560-3561	=	*[785]	SOFTWARE[785]
21-8	3561-3577	basel\_face\_model	*[785]	SOFTWARE[785]
21-9	3577-3578	)	*[785]	SOFTWARE[785]

#Text=.
22-1	3578-3579	.	*[785]	SOFTWARE[785]

#Text=- \[Expression Basis (transferred from Facewarehouse by Guo et al.)\]
23-1	3581-3582	-	*[785]	SOFTWARE[785]
23-2	3583-3584	\[	*[785]	SOFTWARE[785]
23-3	3584-3594	Expression	*[785]	SOFTWARE[785]
23-4	3595-3600	Basis	*[785]	SOFTWARE[785]
23-5	3601-3602	(	*[785]	SOFTWARE[785]
23-6	3602-3613	transferred	*[785]	SOFTWARE[785]
23-7	3614-3618	from	*[785]	SOFTWARE[785]
23-8	3619-3632	Facewarehouse	*[785]	SOFTWARE[785]
23-9	3633-3635	by	*[785]	SOFTWARE[785]
23-10	3636-3639	Guo	*[785]	SOFTWARE[785]
23-11	3640-3642	et	*[785]	SOFTWARE[785]
23-12	3643-3645	al	*[785]	SOFTWARE[785]
23-13	3645-3646	.	*[785]	SOFTWARE[785]
23-14	3646-3647	)	*[785]	SOFTWARE[785]
23-15	3647-3648	\]	*[785]	SOFTWARE[785]

#Text=(https://github.com/Juyong/3DFace).
24-1	3648-3649	(	*[785]	SOFTWARE[785]
24-2	3649-3654	https	*[785]	SOFTWARE[785]
24-3	3654-3655	:	*[785]	SOFTWARE[785]
24-4	3655-3656	/	*[785]	SOFTWARE[785]
24-5	3656-3657	/	*[785]	SOFTWARE[785]
24-6	3657-3667	github.com	*[785]	SOFTWARE[785]
24-7	3667-3668	/	*[785]	SOFTWARE[785]
24-8	3668-3674	Juyong	*[785]	SOFTWARE[785]
24-9	3674-3675	/	*[785]	SOFTWARE[785]
24-10	3675-3681	3DFace	*[785]	SOFTWARE[785]
24-11	3681-3682	)	*[785]	SOFTWARE[785]
24-12	3682-3683	.	*[785]	SOFTWARE[785]

#Text=The original BFM09 model does not handle expression variations so extra expression basis are needed
25-1	3684-3687	The	*[785]	SOFTWARE[785]
25-2	3688-3696	original	*[785]	SOFTWARE[785]
25-3	3697-3702	BFM09	*[785]	SOFTWARE[785]
25-4	3703-3708	model	*[785]	SOFTWARE[785]
25-5	3709-3713	does	*[785]	SOFTWARE[785]
25-6	3714-3717	not	*[785]	SOFTWARE[785]
25-7	3718-3724	handle	*[785]	SOFTWARE[785]
25-8	3725-3735	expression	*[785]	SOFTWARE[785]
25-9	3736-3746	variations	*[785]	SOFTWARE[785]
25-10	3747-3749	so	*[785]	SOFTWARE[785]
25-11	3750-3755	extra	*[785]	SOFTWARE[785]
25-12	3756-3766	expression	*[785]	SOFTWARE[785]
25-13	3767-3772	basis	*[785]	SOFTWARE[785]
25-14	3773-3776	are	*[785]	SOFTWARE[785]
25-15	3777-3783	needed	*[785]	SOFTWARE[785]

#Text=.
26-1	3783-3784	.	*[785]	SOFTWARE[785]

#Text=- \[tf mesh renderer\](https://github.com/google/tf\_mesh\_renderer/tree/ba27ea1798f6ee8d03ddbc52f42ab4241f9328bb).
27-1	3786-3787	-	*[785]	SOFTWARE[785]
27-2	3788-3789	\[	*[785]	SOFTWARE[785]
27-3	3789-3791	tf	*[785]	SOFTWARE[785]
27-4	3792-3796	mesh	*[785]	SOFTWARE[785]
27-5	3797-3805	renderer	*[785]	SOFTWARE[785]
27-6	3805-3806	\]	*[785]	SOFTWARE[785]
27-7	3806-3807	(	*[785]	SOFTWARE[785]
27-8	3807-3812	https	*[785]	SOFTWARE[785]
27-9	3812-3813	:	*[785]	SOFTWARE[785]
27-10	3813-3814	/	*[785]	SOFTWARE[785]
27-11	3814-3815	/	*[785]	SOFTWARE[785]
27-12	3815-3825	github.com	*[785]	SOFTWARE[785]
27-13	3825-3826	/	*[785]	SOFTWARE[785]
27-14	3826-3832	google	*[785]	SOFTWARE[785]
27-15	3832-3833	/	*[785]	SOFTWARE[785]
27-16	3833-3849	tf\_mesh\_renderer	*[785]	SOFTWARE[785]
27-17	3849-3850	/	*[785]	SOFTWARE[785]
27-18	3850-3854	tree	*[785]	SOFTWARE[785]
27-19	3854-3855	/	*[785]	SOFTWARE[785]
27-20	3855-3895	ba27ea1798f6ee8d03ddbc52f42ab4241f9328bb	*[785]	SOFTWARE[785]
27-21	3895-3896	)	*[785]	SOFTWARE[785]
27-22	3896-3897	.	*[785]	SOFTWARE[785]

#Text=We use the library to render reconstruction images.
28-1	3899-3901	We	*[785]	SOFTWARE[785]
28-2	3902-3905	use	*[785]	SOFTWARE[785]
28-3	3906-3909	the	*[785]	SOFTWARE[785]
28-4	3910-3917	library	*[785]	SOFTWARE[785]
28-5	3918-3920	to	*[785]	SOFTWARE[785]
28-6	3921-3927	render	*[785]	SOFTWARE[785]
28-7	3928-3942	reconstruction	*[785]	SOFTWARE[785]
28-8	3943-3949	images	*[785]	SOFTWARE[785]
28-9	3949-3950	.	*[785]	SOFTWARE[785]

#Text=\*\*Note that the rendering tool can only be used on Linux.\*\*  ### Installation ### #### 1.
29-1	3951-3952	\*	*[785]	SOFTWARE[785]
29-2	3952-3953	\*	*[785]	SOFTWARE[785]
29-3	3953-3957	Note	*[785]	SOFTWARE[785]
29-4	3958-3962	that	*[785]	SOFTWARE[785]
29-5	3963-3966	the	*[785]	SOFTWARE[785]
29-6	3967-3976	rendering	*[785]	SOFTWARE[785]
29-7	3977-3981	tool	*[785]	SOFTWARE[785]
29-8	3982-3985	can	*[785]	SOFTWARE[785]
29-9	3986-3990	only	*[785]	SOFTWARE[785]
29-10	3991-3993	be	*[785]	SOFTWARE[785]
29-11	3994-3998	used	*[785]	SOFTWARE[785]
29-12	3999-4001	on	*[785]	SOFTWARE[785]
29-13	4002-4007	Linux	*[785]	SOFTWARE[785]
29-14	4007-4008	.	*[785]	SOFTWARE[785]
29-15	4008-4009	\*	*[785]	SOFTWARE[785]
29-16	4009-4010	\*	*[785]	SOFTWARE[785]
29-17	4012-4013	#	*[785]	SOFTWARE[785]
29-18	4013-4014	#	*[785]	SOFTWARE[785]
29-19	4014-4015	#	*[785]	SOFTWARE[785]
29-20	4016-4028	Installation	*[785]	SOFTWARE[785]
29-21	4029-4030	#	*[785]	SOFTWARE[785]
29-22	4030-4031	#	*[785]	SOFTWARE[785]
29-23	4031-4032	#	*[785]	SOFTWARE[785]
29-24	4033-4034	#	*[785]	SOFTWARE[785]
29-25	4034-4035	#	*[785]	SOFTWARE[785]
29-26	4035-4036	#	*[785]	SOFTWARE[785]
29-27	4036-4037	#	*[785]	SOFTWARE[785]
29-28	4038-4039	1	*[785]	SOFTWARE[785]
29-29	4039-4040	.	*[785]	SOFTWARE[785]

#Text=Clone the repository ``` git clone https://github.com/Microsoft/Deep3DFaceReconstruction --recursive cd Deep3DFaceReconstruction ```  #### 2.
30-1	4041-4046	Clone	*[785]	SOFTWARE[785]
30-2	4047-4050	the	*[785]	SOFTWARE[785]
30-3	4051-4061	repository	*[785]	SOFTWARE[785]
30-4	4062-4063	`	*[785]	SOFTWARE[785]
30-5	4063-4064	`	*[785]	SOFTWARE[785]
30-6	4064-4065	`	*[785]	SOFTWARE[785]
30-7	4066-4069	git	*[785]	SOFTWARE[785]
30-8	4070-4075	clone	*[785]	SOFTWARE[785]
30-9	4076-4081	https	*[785]	SOFTWARE[785]
30-10	4081-4082	:	*[785]	SOFTWARE[785]
30-11	4082-4083	/	*[785]	SOFTWARE[785]
30-12	4083-4084	/	*[785]	SOFTWARE[785]
30-13	4084-4094	github.com	*[785]	SOFTWARE[785]
30-14	4094-4095	/	*[785]	SOFTWARE[785]
30-15	4095-4104	Microsoft	*[785]	SOFTWARE[785]
30-16	4104-4105	/	*[785]	SOFTWARE[785]
30-17	4105-4129	Deep3DFaceReconstruction	*[785]	SOFTWARE[785]
30-18	4130-4131	-	*[785]	SOFTWARE[785]
30-19	4131-4132	-	*[785]	SOFTWARE[785]
30-20	4132-4141	recursive	*[785]	SOFTWARE[785]
30-21	4142-4144	cd	*[785]	SOFTWARE[785]
30-22	4145-4169	Deep3DFaceReconstruction	*[785]	SOFTWARE[785]
30-23	4170-4171	`	*[785]	SOFTWARE[785]
30-24	4171-4172	`	*[785]	SOFTWARE[785]
30-25	4172-4173	`	*[785]	SOFTWARE[785]
30-26	4175-4176	#	*[785]	SOFTWARE[785]
30-27	4176-4177	#	*[785]	SOFTWARE[785]
30-28	4177-4178	#	*[785]	SOFTWARE[785]
30-29	4178-4179	#	*[785]	SOFTWARE[785]
30-30	4180-4181	2	*[785]	SOFTWARE[785]
30-31	4181-4182	.	*[785]	SOFTWARE[785]

#Text=Set up the python environment If you use anaconda, run the following: ``` conda create -n deep3d python=3.6 source activate deep3d conda install tensorflow-gpu==1.12.0 scipy pip install pillow argparse ```  Alternatively, you can install tensorflow via pip install (In this way, you need to link /usr/local/cuda to cuda-9.0): ``` pip install tensorflow-gpu==1.12.0 ```  #### 3.
31-1	4183-4186	Set	*[785]	SOFTWARE[785]
31-2	4187-4189	up	*[785]	SOFTWARE[785]
31-3	4190-4193	the	*[785]	SOFTWARE[785]
31-4	4194-4200	python	*[785]	SOFTWARE[785]
31-5	4201-4212	environment	*[785]	SOFTWARE[785]
31-6	4213-4215	If	*[785]	SOFTWARE[785]
31-7	4216-4219	you	*[785]	SOFTWARE[785]
31-8	4220-4223	use	*[785]	SOFTWARE[785]
31-9	4224-4232	anaconda	*[785]	SOFTWARE[785]
31-10	4232-4233	,	*[785]	SOFTWARE[785]
31-11	4234-4237	run	*[785]	SOFTWARE[785]
31-12	4238-4241	the	*[785]	SOFTWARE[785]
31-13	4242-4251	following	*[785]	SOFTWARE[785]
31-14	4251-4252	:	*[785]	SOFTWARE[785]
31-15	4253-4254	`	*[785]	SOFTWARE[785]
31-16	4254-4255	`	*[785]	SOFTWARE[785]
31-17	4255-4256	`	*[785]	SOFTWARE[785]
31-18	4257-4262	conda	*[785]	SOFTWARE[785]
31-19	4263-4269	create	*[785]	SOFTWARE[785]
31-20	4270-4271	-	*[785]	SOFTWARE[785]
31-21	4271-4272	n	*[785]	SOFTWARE[785]
31-22	4273-4279	deep3d	*[785]	SOFTWARE[785]
31-23	4280-4286	python	*[785]	SOFTWARE[785]
31-24	4286-4287	=	*[785]	SOFTWARE[785]
31-25	4287-4290	3.6	*[785]	SOFTWARE[785]
31-26	4291-4297	source	*[785]	SOFTWARE[785]
31-27	4298-4306	activate	*[785]	SOFTWARE[785]
31-28	4307-4313	deep3d	*[785]	SOFTWARE[785]
31-29	4314-4319	conda	*[785]	SOFTWARE[785]
31-30	4320-4327	install	*[785]	SOFTWARE[785]
31-31	4328-4342	tensorflow-gpu	*[785]	SOFTWARE[785]
31-32	4342-4343	=	*[785]	SOFTWARE[785]
31-33	4343-4344	=	*[785]	SOFTWARE[785]
31-34	4344-4350	1.12.0	*[785]	SOFTWARE[785]
31-35	4351-4356	scipy	*[785]	SOFTWARE[785]
31-36	4357-4360	pip	*[785]	SOFTWARE[785]
31-37	4361-4368	install	*[785]	SOFTWARE[785]
31-38	4369-4375	pillow	*[785]	SOFTWARE[785]
31-39	4376-4384	argparse	*[785]	SOFTWARE[785]
31-40	4385-4386	`	*[785]	SOFTWARE[785]
31-41	4386-4387	`	*[785]	SOFTWARE[785]
31-42	4387-4388	`	*[785]	SOFTWARE[785]
31-43	4390-4403	Alternatively	*[785]	SOFTWARE[785]
31-44	4403-4404	,	*[785]	SOFTWARE[785]
31-45	4405-4408	you	*[785]	SOFTWARE[785]
31-46	4409-4412	can	*[785]	SOFTWARE[785]
31-47	4413-4420	install	*[785]	SOFTWARE[785]
31-48	4421-4431	tensorflow	*[785]	SOFTWARE[785]
31-49	4432-4435	via	*[785]	SOFTWARE[785]
31-50	4436-4439	pip	*[785]	SOFTWARE[785]
31-51	4440-4447	install	*[785]	SOFTWARE[785]
31-52	4448-4449	(	*[785]	SOFTWARE[785]
31-53	4449-4451	In	*[785]	SOFTWARE[785]
31-54	4452-4456	this	*[785]	SOFTWARE[785]
31-55	4457-4460	way	*[785]	SOFTWARE[785]
31-56	4460-4461	,	*[785]	SOFTWARE[785]
31-57	4462-4465	you	*[785]	SOFTWARE[785]
31-58	4466-4470	need	*[785]	SOFTWARE[785]
31-59	4471-4473	to	*[785]	SOFTWARE[785]
31-60	4474-4478	link	*[785]	SOFTWARE[785]
31-61	4479-4480	/	*[785]	SOFTWARE[785]
31-62	4480-4483	usr	*[785]	SOFTWARE[785]
31-63	4483-4484	/	*[785]	SOFTWARE[785]
31-64	4484-4489	local	*[785]	SOFTWARE[785]
31-65	4489-4490	/	*[785]	SOFTWARE[785]
31-66	4490-4494	cuda	*[785]	SOFTWARE[785]
31-67	4495-4497	to	*[785]	SOFTWARE[785]
31-68	4498-4502	cuda	*[785]	SOFTWARE[785]
31-69	4502-4503	-	*[785]	SOFTWARE[785]
31-70	4503-4506	9.0	*[785]	SOFTWARE[785]
31-71	4506-4507	)	*[785]	SOFTWARE[785]
31-72	4507-4508	:	*[785]	SOFTWARE[785]
31-73	4509-4510	`	*[785]	SOFTWARE[785]
31-74	4510-4511	`	*[785]	SOFTWARE[785]
31-75	4511-4512	`	*[785]	SOFTWARE[785]
31-76	4513-4516	pip	*[785]	SOFTWARE[785]
31-77	4517-4524	install	*[785]	SOFTWARE[785]
31-78	4525-4539	tensorflow-gpu	*[785]	SOFTWARE[785]
31-79	4539-4540	=	*[785]	SOFTWARE[785]
31-80	4540-4541	=	*[785]	SOFTWARE[785]
31-81	4541-4547	1.12.0	*[785]	SOFTWARE[785]
31-82	4548-4549	`	*[785]	SOFTWARE[785]
31-83	4549-4550	`	*[785]	SOFTWARE[785]
31-84	4550-4551	`	*[785]	SOFTWARE[785]
31-85	4553-4554	#	*[785]	SOFTWARE[785]
31-86	4554-4555	#	*[785]	SOFTWARE[785]
31-87	4555-4556	#	*[785]	SOFTWARE[785]
31-88	4556-4557	#	*[785]	SOFTWARE[785]
31-89	4558-4559	3	*[785]	SOFTWARE[785]
31-90	4559-4560	.	*[785]	SOFTWARE[785]

#Text=Compile tf\_mesh\_renderer  If you install tensorflow using pip,  we provide a \[pre-compiled binary file (rasterize\_triangles\_kernel.so)\](https://drive.google.com/file/d/1VUtJPdg0UiJkKWxkACs8ZTf5L7Y4P9Wj/view?
32-1	4561-4568	Compile	*[785]	SOFTWARE[785]
32-2	4569-4585	tf\_mesh\_renderer	*[785]	SOFTWARE[785]
32-3	4587-4589	If	*[785]	SOFTWARE[785]
32-4	4590-4593	you	*[785]	SOFTWARE[785]
32-5	4594-4601	install	*[785]	SOFTWARE[785]
32-6	4602-4612	tensorflow	*[785]	SOFTWARE[785]
32-7	4613-4618	using	*[785]	SOFTWARE[785]
32-8	4619-4622	pip	*[785]	SOFTWARE[785]
32-9	4622-4623	,	*[785]	SOFTWARE[785]
32-10	4625-4627	we	*[785]	SOFTWARE[785]
32-11	4628-4635	provide	*[785]	SOFTWARE[785]
32-12	4636-4637	a	*[785]	SOFTWARE[785]
32-13	4638-4639	\[	*[785]	SOFTWARE[785]
32-14	4639-4651	pre-compiled	*[785]	SOFTWARE[785]
32-15	4652-4658	binary	*[785]	SOFTWARE[785]
32-16	4659-4663	file	*[785]	SOFTWARE[785]
32-17	4664-4665	(	*[785]	SOFTWARE[785]
32-18	4665-4694	rasterize\_triangles\_kernel.so	*[785]	SOFTWARE[785]
32-19	4694-4695	)	*[785]	SOFTWARE[785]
32-20	4695-4696	\]	*[785]	SOFTWARE[785]
32-21	4696-4697	(	*[785]	SOFTWARE[785]
32-22	4697-4702	https	*[785]	SOFTWARE[785]
32-23	4702-4703	:	*[785]	SOFTWARE[785]
32-24	4703-4704	/	*[785]	SOFTWARE[785]
32-25	4704-4705	/	*[785]	SOFTWARE[785]
32-26	4705-4721	drive.google.com	*[785]	SOFTWARE[785]
32-27	4721-4722	/	*[785]	SOFTWARE[785]
32-28	4722-4726	file	*[785]	SOFTWARE[785]
32-29	4726-4727	/	*[785]	SOFTWARE[785]
32-30	4727-4728	d	*[785]	SOFTWARE[785]
32-31	4728-4729	/	*[785]	SOFTWARE[785]
32-32	4729-4762	1VUtJPdg0UiJkKWxkACs8ZTf5L7Y4P9Wj	*[785]	SOFTWARE[785]
32-33	4762-4763	/	*[785]	SOFTWARE[785]
32-34	4763-4767	view	*[785]	SOFTWARE[785]
32-35	4767-4768	?	*[785]	SOFTWARE[785]

#Text=usp=sharing) of the library.
33-1	4768-4771	usp	*[785]	SOFTWARE[785]
33-2	4771-4772	=	*[785]	SOFTWARE[785]
33-3	4772-4779	sharing	*[785]	SOFTWARE[785]
33-4	4779-4780	)	*[785]	SOFTWARE[785]
33-5	4781-4783	of	*[785]	SOFTWARE[785]
33-6	4784-4787	the	*[785]	SOFTWARE[785]
33-7	4788-4795	library	*[785]	SOFTWARE[785]
33-8	4795-4796	.	*[785]	SOFTWARE[785]

#Text=\*\*Note that the pre-compiled file can only be run with tensorflow 1.12.\*\*  If you install tensorflow using conda, you have to compile tf\_mesh\_renderer from sources.
34-1	4797-4798	\*	*[785]	SOFTWARE[785]
34-2	4798-4799	\*	*[785]	SOFTWARE[785]
34-3	4799-4803	Note	*[785]	SOFTWARE[785]
34-4	4804-4808	that	*[785]	SOFTWARE[785]
34-5	4809-4812	the	*[785]	SOFTWARE[785]
34-6	4813-4825	pre-compiled	*[785]	SOFTWARE[785]
34-7	4826-4830	file	*[785]	SOFTWARE[785]
34-8	4831-4834	can	*[785]	SOFTWARE[785]
34-9	4835-4839	only	*[785]	SOFTWARE[785]
34-10	4840-4842	be	*[785]	SOFTWARE[785]
34-11	4843-4846	run	*[785]	SOFTWARE[785]
34-12	4847-4851	with	*[785]	SOFTWARE[785]
34-13	4852-4862	tensorflow	*[785]	SOFTWARE[785]
34-14	4863-4867	1.12	*[785]	SOFTWARE[785]
34-15	4867-4868	.	*[785]	SOFTWARE[785]
34-16	4868-4869	\*	*[785]	SOFTWARE[785]
34-17	4869-4870	\*	*[785]	SOFTWARE[785]
34-18	4872-4874	If	*[785]	SOFTWARE[785]
34-19	4875-4878	you	*[785]	SOFTWARE[785]
34-20	4879-4886	install	*[785]	SOFTWARE[785]
34-21	4887-4897	tensorflow	*[785]	SOFTWARE[785]
34-22	4898-4903	using	*[785]	SOFTWARE[785]
34-23	4904-4909	conda	*[785]	SOFTWARE[785]
34-24	4909-4910	,	*[785]	SOFTWARE[785]
34-25	4911-4914	you	*[785]	SOFTWARE[785]
34-26	4915-4919	have	*[785]	SOFTWARE[785]
34-27	4920-4922	to	*[785]	SOFTWARE[785]
34-28	4923-4930	compile	*[785]	SOFTWARE[785]
34-29	4931-4947	tf\_mesh\_renderer	*[785]	SOFTWARE[785]
34-30	4948-4952	from	*[785]	SOFTWARE[785]
34-31	4953-4960	sources	*[785]	SOFTWARE[785]
34-32	4960-4961	.	*[785]	SOFTWARE[785]

#Text=Compile tf\_mesh\_renderer with Bazel.
35-1	4962-4969	Compile	*[785]	SOFTWARE[785]
35-2	4970-4986	tf\_mesh\_renderer	*[785]	SOFTWARE[785]
35-3	4987-4991	with	*[785]	SOFTWARE[785]
35-4	4992-4997	Bazel	*[785]	SOFTWARE[785]
35-5	4997-4998	.	*[785]	SOFTWARE[785]

#Text=\*\*Set -D\_GLIBCXX\_USE\_CXX11\_ABI=1 in .
36-1	4999-5000	\*	*[785]	SOFTWARE[785]
36-2	5000-5001	\*	*[785]	SOFTWARE[785]
36-3	5001-5004	Set	*[785]	SOFTWARE[785]
36-4	5005-5006	-	*[785]	SOFTWARE[785]
36-5	5006-5025	D\_GLIBCXX\_USE\_CXX11	*[785]	SOFTWARE[785]
36-6	5025-5026	\_	*[785]	SOFTWARE[785]
36-7	5026-5029	ABI	*[785]	SOFTWARE[785]
36-8	5029-5030	=	*[785]	SOFTWARE[785]
36-9	5030-5031	1	*[785]	SOFTWARE[785]
36-10	5032-5034	in	*[785]	SOFTWARE[785]
36-11	5035-5036	.	*[785]	SOFTWARE[785]

#Text=/mesh\_renderer/kernels/BUILD before the compilation\*\*: ``` cd tf\_mesh\_renderer git checkout ba27ea1798 git checkout master WORKSPACE bazel test ... cd .. ``` If the library is compiled correctly, there should be a file named "rasterize\_triangles\_kernel.so" in .
37-1	5036-5037	/	*[785]	SOFTWARE[785]
37-2	5037-5050	mesh\_renderer	*[785]	SOFTWARE[785]
37-3	5050-5051	/	*[785]	SOFTWARE[785]
37-4	5051-5058	kernels	*[785]	SOFTWARE[785]
37-5	5058-5059	/	*[785]	SOFTWARE[785]
37-6	5059-5064	BUILD	*[785]	SOFTWARE[785]
37-7	5065-5071	before	*[785]	SOFTWARE[785]
37-8	5072-5075	the	*[785]	SOFTWARE[785]
37-9	5076-5087	compilation	*[785]	SOFTWARE[785]
37-10	5087-5088	\*	*[785]	SOFTWARE[785]
37-11	5088-5089	\*	*[785]	SOFTWARE[785]
37-12	5089-5090	:	*[785]	SOFTWARE[785]
37-13	5091-5092	`	*[785]	SOFTWARE[785]
