#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">PFHedge: Deep Hedging in PyTorch</h1>  \[!
1-1	0-1	<	*[523]|*[788]	SOFTWARE[523]|SOFTWARE[788]
26-139	3912-3913	/	*[788]	SOFTWARE[788]
26-140	3913-3917	docs	*[788]	SOFTWARE[788]
26-141	3917-3918	/	*[788]	SOFTWARE[788]
26-142	3918-3924	stable	*[788]	SOFTWARE[788]
26-143	3924-3925	/	*[788]	SOFTWARE[788]
26-144	3925-3934	generated	*[788]	SOFTWARE[788]
26-145	3934-3935	/	*[788]	SOFTWARE[788]
26-146	3935-3955	torch.nn.Module.html	*[788]	SOFTWARE[788]
26-146	3935-3940	torch	*[788]	SOFTWARE[788]
26-147	3955-3956	)	*[788]	SOFTWARE[788]
26-148	3957-3960	and	*[788]	SOFTWARE[788]
26-149	3961-3968	trained	*[788]	SOFTWARE[788]
26-150	3969-3971	by	*[788]	SOFTWARE[788]
26-151	3972-3975	any	*[788]	SOFTWARE[788]
26-152	3976-3977	\[	*[788]	SOFTWARE[788]
26-153	3977-3978	`	*[788]	SOFTWARE[788]
26-154	3978-3987	Optimizer	*[788]	SOFTWARE[788]
26-155	3987-3988	`	*[788]	SOFTWARE[788]
26-156	3988-3989	\]	*[788]	SOFTWARE[788]
26-157	3989-3990	(	*[788]	SOFTWARE[788]
26-158	3990-3995	https	*[788]	SOFTWARE[788]
26-159	3995-3996	:	*[788]	SOFTWARE[788]
26-160	3996-3997	/	*[788]	SOFTWARE[788]
26-161	3997-3998	/	*[788]	SOFTWARE[788]
26-162	3998-4009	pytorch.org	*[788]	SOFTWARE[788]
26-162	3998-4005	pytorch	*[788]	SOFTWARE[788]
26-163	4009-4010	/	*[788]	SOFTWARE[788]
26-164	4010-4014	docs	*[788]	SOFTWARE[788]
26-165	4014-4015	/	*[788]	SOFTWARE[788]
26-166	4015-4021	stable	*[788]	SOFTWARE[788]
26-167	4021-4022	/	*[788]	SOFTWARE[788]
26-168	4022-4032	optim.html	*[788]	SOFTWARE[788]
26-169	4032-4033	)	*[788]	SOFTWARE[788]
26-170	4033-4034	.	*[788]	SOFTWARE[788]
26-171	4035-4036	\*	*[788]	SOFTWARE[788]
26-172	4037-4040	You	*[788]	SOFTWARE[788]
26-173	4041-4044	can	*[788]	SOFTWARE[788]
26-174	4045-4048	use	*[788]	SOFTWARE[788]
26-175	4049-4053	GPUs	*[788]	SOFTWARE[788]
26-176	4054-4056	to	*[788]	SOFTWARE[788]
26-177	4057-4062	boost	*[788]	SOFTWARE[788]
26-178	4063-4067	your	*[788]	SOFTWARE[788]
26-179	4068-4075	hedging	*[788]	SOFTWARE[788]
26-180	4076-4088	optimization	*[788]	SOFTWARE[788]
26-181	4089-4090	(	*[788]	SOFTWARE[788]
26-182	4090-4093	See	*[788]	SOFTWARE[788]
26-183	4094-4099	below	*[788]	SOFTWARE[788]
26-184	4099-4100	)	*[788]	SOFTWARE[788]
26-185	4100-4101	.	*[788]	SOFTWARE[788]
26-186	4103-4104	#	*[788]	SOFTWARE[788]
26-187	4104-4105	#	*[788]	SOFTWARE[788]
26-188	4105-4106	#	*[788]	SOFTWARE[788]
26-189	4107-4117	Effortless	*[788]	SOFTWARE[788]
26-190	4118-4128	Extensions	*[788]	SOFTWARE[788]
26-191	4130-4131	\*	*[788]	SOFTWARE[788]
26-192	4132-4135	You	*[788]	SOFTWARE[788]
26-193	4136-4139	can	*[788]	SOFTWARE[788]
26-194	4140-4145	build	*[788]	SOFTWARE[788]
26-195	4146-4149	new	*[788]	SOFTWARE[788]
26-196	4150-4157	hedging	*[788]	SOFTWARE[788]
26-197	4158-4164	models	*[788]	SOFTWARE[788]
26-198	4164-4165	,	*[788]	SOFTWARE[788]
26-199	4166-4177	derivatives	*[788]	SOFTWARE[788]
26-200	4177-4178	,	*[788]	SOFTWARE[788]
26-201	4179-4182	and	*[788]	SOFTWARE[788]
26-202	4183-4191	features	*[788]	SOFTWARE[788]
26-203	4192-4196	with	*[788]	SOFTWARE[788]
26-204	4197-4203	little	*[788]	SOFTWARE[788]
26-205	4204-4208	glue	*[788]	SOFTWARE[788]
26-206	4209-4213	code	*[788]	SOFTWARE[788]
26-207	4213-4214	.	*[788]	SOFTWARE[788]
26-208	4215-4216	\*	*[788]	SOFTWARE[788]
26-209	4217-4220	You	*[788]	SOFTWARE[788]
26-210	4221-4224	can	*[788]	SOFTWARE[788]
26-211	4225-4230	build	*[788]	SOFTWARE[788]
26-212	4231-4234	new	*[788]	SOFTWARE[788]
26-213	4235-4242	hedging	*[788]	SOFTWARE[788]
26-214	4243-4249	models	*[788]	SOFTWARE[788]
26-215	4250-4252	by	*[788]	SOFTWARE[788]
26-216	4253-4257	just	*[788]	SOFTWARE[788]
26-217	4258-4269	subclassing	*[788]	SOFTWARE[788]
26-218	4270-4271	\[	*[788]	SOFTWARE[788]
26-219	4271-4272	`	*[788]	SOFTWARE[788]
26-220	4272-4278	Module	*[788]	SOFTWARE[788]
26-221	4278-4279	`	*[788]	SOFTWARE[788]
26-222	4279-4280	\]	*[788]	SOFTWARE[788]
26-223	4280-4281	(	*[788]	SOFTWARE[788]
26-224	4281-4286	https	*[788]	SOFTWARE[788]
26-225	4286-4287	:	*[788]	SOFTWARE[788]
26-226	4287-4288	/	*[788]	SOFTWARE[788]
26-227	4288-4289	/	*[788]	SOFTWARE[788]
26-228	4289-4300	pytorch.org	*[788]	SOFTWARE[788]
26-228	4289-4296	pytorch	*[788]	SOFTWARE[788]
26-229	4300-4301	/	*[788]	SOFTWARE[788]
26-230	4301-4305	docs	*[788]	SOFTWARE[788]
26-231	4305-4306	/	*[788]	SOFTWARE[788]
26-232	4306-4312	stable	*[788]	SOFTWARE[788]
26-233	4312-4313	/	*[788]	SOFTWARE[788]
26-234	4313-4322	generated	*[788]	SOFTWARE[788]
26-235	4322-4323	/	*[788]	SOFTWARE[788]
26-236	4323-4343	torch.nn.Module.html	*[788]	SOFTWARE[788]
26-236	4323-4328	torch	*[788]	SOFTWARE[788]
26-237	4343-4344	)	*[788]	SOFTWARE[788]
26-238	4344-4345	.	*[788]	SOFTWARE[788]
26-239	4346-4347	\*	*[788]	SOFTWARE[788]
26-240	4348-4351	You	*[788]	SOFTWARE[788]
26-241	4352-4355	can	*[788]	SOFTWARE[788]
26-242	4356-4363	quickly	*[788]	SOFTWARE[788]
26-243	4364-4367	try	*[788]	SOFTWARE[788]
26-244	4368-4371	out	*[788]	SOFTWARE[788]
26-245	4372-4376	your	*[788]	SOFTWARE[788]
26-246	4377-4380	own	*[788]	SOFTWARE[788]
26-247	4381-4391	stochastic	*[788]	SOFTWARE[788]
26-248	4392-4401	processes	*[788]	SOFTWARE[788]
26-249	4401-4402	,	*[788]	SOFTWARE[788]
26-250	4403-4414	derivatives	*[788]	SOFTWARE[788]
26-251	4414-4415	,	*[788]	SOFTWARE[788]
26-252	4416-4419	and	*[788]	SOFTWARE[788]
26-253	4420-4425	input	*[788]	SOFTWARE[788]
26-254	4426-4434	features	*[788]	SOFTWARE[788]
26-255	4434-4435	.	*[788]	SOFTWARE[788]
26-256	4437-4438	#	*[788]	SOFTWARE[788]
26-257	4438-4439	#	*[788]	SOFTWARE[788]
26-258	4439-4440	#	*[788]	SOFTWARE[788]
26-259	4441-4450	Batteries	*[788]	SOFTWARE[788]
26-260	4451-4459	Included	*[788]	SOFTWARE[788]
26-261	4461-4462	\*	*[788]	SOFTWARE[788]
26-262	4463-4470	PFHedge	*[788]	SOFTWARE[788]
26-263	4471-4479	provides	*[788]	SOFTWARE[788]
26-264	4480-4486	useful	*[788]	SOFTWARE[788]
26-265	4487-4488	\[	*[788]	SOFTWARE[788]
26-266	4488-4489	`	*[788]	SOFTWARE[788]
26-267	4489-4495	Module	*[788]	SOFTWARE[788]
26-268	4495-4496	`	*[788]	SOFTWARE[788]
26-269	4496-4497	\]	*[788]	SOFTWARE[788]
26-270	4497-4498	(	*[788]	SOFTWARE[788]
26-271	4498-4503	https	*[788]	SOFTWARE[788]
26-272	4503-4504	:	*[788]	SOFTWARE[788]
26-273	4504-4505	/	*[788]	SOFTWARE[788]
26-274	4505-4506	/	*[788]	SOFTWARE[788]
26-275	4506-4517	pytorch.org	*[788]	SOFTWARE[788]
26-275	4506-4513	pytorch	*[788]	SOFTWARE[788]
26-276	4517-4518	/	*[788]	SOFTWARE[788]
26-277	4518-4522	docs	*[788]	SOFTWARE[788]
26-278	4522-4523	/	*[788]	SOFTWARE[788]
26-279	4523-4529	stable	*[788]	SOFTWARE[788]
26-280	4529-4530	/	*[788]	SOFTWARE[788]
26-281	4530-4539	generated	*[788]	SOFTWARE[788]
26-282	4539-4540	/	*[788]	SOFTWARE[788]
26-283	4540-4560	torch.nn.Module.html	*[788]	SOFTWARE[788]
26-283	4540-4545	torch	*[788]	SOFTWARE[788]
26-284	4560-4561	)	*[788]	SOFTWARE[788]
26-285	4561-4562	s	*[788]	SOFTWARE[788]
26-286	4563-4566	for	*[788]	SOFTWARE[788]
26-287	4567-4571	Deep	*[788]	SOFTWARE[788]
26-288	4572-4579	Hedging	*[788]	SOFTWARE[788]
26-289	4580-4582	in	*[788]	SOFTWARE[788]
26-290	4583-4584	\[	*[788]	SOFTWARE[788]
26-291	4584-4585	`	*[788]	SOFTWARE[788]
26-292	4585-4595	pfhedge.nn	*[788]	SOFTWARE[788]
26-292	4585-4592	pfhedge	*[788]	SOFTWARE[788]
26-293	4595-4596	`	*[788]	SOFTWARE[788]
26-294	4596-4597	\]	*[788]	SOFTWARE[788]
26-295	4597-4598	(	*[788]	SOFTWARE[788]
26-296	4598-4603	https	*[788]	SOFTWARE[788]
26-297	4603-4604	:	*[788]	SOFTWARE[788]
26-298	4604-4605	/	*[788]	SOFTWARE[788]
26-299	4605-4606	/	*[788]	SOFTWARE[788]
26-300	4606-4630	pfnet-research.github.io	*[788]	SOFTWARE[788]
26-301	4630-4631	/	*[788]	SOFTWARE[788]
26-302	4631-4638	pfhedge	*[788]	SOFTWARE[788]
26-303	4638-4639	/	*[788]	SOFTWARE[788]
26-304	4639-4646	nn.html	*[788]	SOFTWARE[788]
26-305	4646-4647	)	*[788]	SOFTWARE[788]
26-306	4647-4648	.	*[788]	SOFTWARE[788]
26-307	4649-4650	\*	*[788]	SOFTWARE[788]
26-308	4651-4654	You	*[788]	SOFTWARE[788]
26-309	4655-4658	can	*[788]	SOFTWARE[788]
26-310	4659-4665	create	*[788]	SOFTWARE[788]
26-311	4666-4667	\[	*[788]	SOFTWARE[788]
26-312	4667-4680	Black-Scholes	*[788]	SOFTWARE[788]
26-313	4680-4681	'	*[788]	SOFTWARE[788]
26-314	4682-4695	delta-hedging	*[788]	SOFTWARE[788]
26-315	4695-4696	\]	*[788]	SOFTWARE[788]
26-316	4696-4697	(	*[788]	SOFTWARE[788]
26-317	4697-4702	https	*[788]	SOFTWARE[788]
26-318	4702-4703	:	*[788]	SOFTWARE[788]
26-319	4703-4704	/	*[788]	SOFTWARE[788]
26-320	4704-4705	/	*[788]	SOFTWARE[788]
26-321	4705-4721	en.wikipedia.org	*[788]	SOFTWARE[788]
26-322	4721-4722	/	*[788]	SOFTWARE[788]
26-323	4722-4726	wiki	*[788]	SOFTWARE[788]
26-324	4726-4727	/	*[788]	SOFTWARE[788]
26-325	4727-4740	Delta\_neutral	*[788]	SOFTWARE[788]
26-326	4740-4741	)	*[788]	SOFTWARE[788]
26-327	4741-4742	,	*[788]	SOFTWARE[788]
26-328	4743-4744	\[	*[788]	SOFTWARE[788]
26-329	4744-4761	Whalley-Wilmott's	*[788]	SOFTWARE[788]
26-330	4762-4770	strategy	*[788]	SOFTWARE[788]
26-331	4770-4771	\]	*[788]	SOFTWARE[788]
26-332	4771-4772	\[	*[788]	SOFTWARE[788]
26-333	4772-4787	whalley-wilmott	*[788]	SOFTWARE[788]
26-334	4787-4788	\]	*[788]	SOFTWARE[788]
26-335	4788-4789	,	*[788]	SOFTWARE[788]
26-336	4790-4793	and	*[788]	SOFTWARE[788]
26-337	4794-4796	so	*[788]	SOFTWARE[788]
26-338	4797-4802	forth	*[788]	SOFTWARE[788]
26-339	4802-4803	.	*[788]	SOFTWARE[788]
26-340	4804-4805	\*	*[788]	SOFTWARE[788]
26-341	4806-4812	Common	*[788]	SOFTWARE[788]
26-342	4813-4817	risk	*[788]	SOFTWARE[788]
26-343	4818-4826	measures	*[788]	SOFTWARE[788]
26-344	4827-4831	such	*[788]	SOFTWARE[788]
26-345	4832-4834	as	*[788]	SOFTWARE[788]
26-346	4835-4836	\[	*[788]	SOFTWARE[788]
26-347	4836-4838	an	*[788]	SOFTWARE[788]
26-348	4839-4847	entropic	*[788]	SOFTWARE[788]
26-349	4848-4852	risk	*[788]	SOFTWARE[788]
26-350	4853-4860	measure	*[788]	SOFTWARE[788]
26-351	4860-4861	\]	*[788]	SOFTWARE[788]
26-352	4861-4862	(	*[788]	SOFTWARE[788]
26-353	4862-4867	https	*[788]	SOFTWARE[788]
26-354	4867-4868	:	*[788]	SOFTWARE[788]
26-355	4868-4869	/	*[788]	SOFTWARE[788]
26-356	4869-4870	/	*[788]	SOFTWARE[788]
26-357	4870-4886	en.wikipedia.org	*[788]	SOFTWARE[788]
26-358	4886-4887	/	*[788]	SOFTWARE[788]
26-359	4887-4891	wiki	*[788]	SOFTWARE[788]
26-360	4891-4892	/	*[788]	SOFTWARE[788]
26-361	4892-4913	Entropic\_risk\_measure	*[788]	SOFTWARE[788]
26-362	4913-4914	)	*[788]	SOFTWARE[788]
26-363	4915-4918	and	*[788]	SOFTWARE[788]
26-364	4919-4920	\[	*[788]	SOFTWARE[788]
26-365	4920-4922	an	*[788]	SOFTWARE[788]
26-366	4923-4931	expected	*[788]	SOFTWARE[788]
26-367	4932-4941	shortfall	*[788]	SOFTWARE[788]
26-368	4941-4942	\]	*[788]	SOFTWARE[788]
26-369	4942-4943	(	*[788]	SOFTWARE[788]
26-370	4943-4948	https	*[788]	SOFTWARE[788]
26-371	4948-4949	:	*[788]	SOFTWARE[788]
26-372	4949-4950	/	*[788]	SOFTWARE[788]
26-373	4950-4951	/	*[788]	SOFTWARE[788]
26-374	4951-4967	en.wikipedia.org	*[788]	SOFTWARE[788]
26-375	4967-4968	/	*[788]	SOFTWARE[788]
26-376	4968-4972	wiki	*[788]	SOFTWARE[788]
26-377	4972-4973	/	*[788]	SOFTWARE[788]
26-378	4973-4991	Expected\_shortfall	*[788]	SOFTWARE[788]
26-379	4991-4992	)	*[788]	SOFTWARE[788]
26-380	4993-4996	are	*[788]	SOFTWARE[788]
26-381	4997-5006	available	*[788]	SOFTWARE[788]
26-382	5006-5007	.	*[788]	SOFTWARE[788]
26-383	5009-5010	#	*[788]	SOFTWARE[788]
26-384	5010-5011	#	*[788]	SOFTWARE[788]
26-385	5012-5019	Install	*[788]	SOFTWARE[788]
26-386	5021-5022	`	*[788]	SOFTWARE[788]
26-387	5022-5023	`	*[788]	SOFTWARE[788]
26-388	5023-5024	`	*[788]	SOFTWARE[788]
26-389	5024-5026	sh	*[788]	SOFTWARE[788]
26-390	5027-5030	pip	*[788]	SOFTWARE[788]
26-391	5031-5038	install	*[788]	SOFTWARE[788]
26-392	5039-5046	pfhedge	*[788]	SOFTWARE[788]
26-393	5047-5048	`	*[788]	SOFTWARE[788]
26-394	5048-5049	`	*[788]	SOFTWARE[788]
26-395	5049-5050	`	*[788]	SOFTWARE[788]
26-396	5052-5053	#	*[788]	SOFTWARE[788]
26-397	5053-5054	#	*[788]	SOFTWARE[788]
26-398	5055-5058	How	*[788]	SOFTWARE[788]
26-399	5059-5061	to	*[788]	SOFTWARE[788]
26-400	5062-5065	Use	*[788]	SOFTWARE[788]
26-401	5067-5068	\[	*[788]	SOFTWARE[788]
26-402	5068-5069	!	*[788]	SOFTWARE[788]

#Text=\[Open In Colab\](https://colab.research.google.com/assets/colab-badge.svg)\]\[example-readme-colab\]  ### Prepare a Derivative to Hedge  Financial instruments are provided in \[`pfhedge.instruments`\](https://pfnet-research.github.io/pfhedge/instruments.html) and classified into two types:  \* \*\*`Primary` instruments\*\*: A primary instrument is a basic financial instrument that is traded on a market, and therefore their prices are accessible as the market prices.
27-1	5069-5070	\[	*[788]	SOFTWARE[788]
27-2	5070-5074	Open	*[788]	SOFTWARE[788]
27-3	5075-5077	In	*[788]	SOFTWARE[788]
27-4	5078-5083	Colab	*[788]	SOFTWARE[788]
27-5	5083-5084	\]	*[788]	SOFTWARE[788]
27-6	5084-5085	(	*[788]	SOFTWARE[788]
27-7	5085-5090	https	*[788]	SOFTWARE[788]
27-8	5090-5091	:	*[788]	SOFTWARE[788]
27-9	5091-5092	/	*[788]	SOFTWARE[788]
27-10	5092-5093	/	*[788]	SOFTWARE[788]
27-11	5093-5118	colab.research.google.com	*[788]	SOFTWARE[788]
27-11	5093-5098	colab	*[788]	SOFTWARE[788]
27-12	5118-5119	/	*[788]	SOFTWARE[788]
27-13	5119-5125	assets	*[788]	SOFTWARE[788]
27-14	5125-5126	/	*[788]	SOFTWARE[788]
27-15	5126-5141	colab-badge.svg	*[788]	SOFTWARE[788]
27-16	5141-5142	)	*[788]	SOFTWARE[788]
27-17	5142-5143	\]	*[788]	SOFTWARE[788]
27-18	5143-5144	\[	*[788]	SOFTWARE[788]
27-19	5144-5164	example-readme-colab	*[788]	SOFTWARE[788]
27-20	5164-5165	\]	*[788]	SOFTWARE[788]
27-21	5167-5168	#	*[788]	SOFTWARE[788]
27-22	5168-5169	#	*[788]	SOFTWARE[788]
27-23	5169-5170	#	*[788]	SOFTWARE[788]
27-24	5171-5178	Prepare	*[788]	SOFTWARE[788]
27-25	5179-5180	a	*[788]	SOFTWARE[788]
27-26	5181-5191	Derivative	*[788]	SOFTWARE[788]
27-27	5192-5194	to	*[788]	SOFTWARE[788]
27-28	5195-5200	Hedge	*[788]	SOFTWARE[788]
27-29	5202-5211	Financial	*[788]	SOFTWARE[788]
27-30	5212-5223	instruments	*[788]	SOFTWARE[788]
27-31	5224-5227	are	*[788]	SOFTWARE[788]
27-32	5228-5236	provided	*[788]	SOFTWARE[788]
27-33	5237-5239	in	*[788]	SOFTWARE[788]
27-34	5240-5241	\[	*[788]	SOFTWARE[788]
27-35	5241-5242	`	*[788]	SOFTWARE[788]
27-36	5242-5261	pfhedge.instruments	*[788]	SOFTWARE[788]
27-36	5242-5249	pfhedge	*[788]	SOFTWARE[788]
27-37	5261-5262	`	*[788]	SOFTWARE[788]
27-38	5262-5263	\]	*[788]	SOFTWARE[788]
27-39	5263-5264	(	*[788]	SOFTWARE[788]
27-40	5264-5269	https	*[788]	SOFTWARE[788]
27-41	5269-5270	:	*[788]	SOFTWARE[788]
27-42	5270-5271	/	*[788]	SOFTWARE[788]
27-43	5271-5272	/	*[788]	SOFTWARE[788]
27-44	5272-5296	pfnet-research.github.io	*[788]	SOFTWARE[788]
27-45	5296-5297	/	*[788]	SOFTWARE[788]
27-46	5297-5304	pfhedge	*[788]	SOFTWARE[788]
27-47	5304-5305	/	*[788]	SOFTWARE[788]
27-48	5305-5321	instruments.html	*[788]	SOFTWARE[788]
27-49	5321-5322	)	*[788]	SOFTWARE[788]
27-50	5323-5326	and	*[788]	SOFTWARE[788]
27-51	5327-5337	classified	*[788]	SOFTWARE[788]
27-52	5338-5342	into	*[788]	SOFTWARE[788]
27-53	5343-5346	two	*[788]	SOFTWARE[788]
27-54	5347-5352	types	*[788]	SOFTWARE[788]
27-55	5352-5353	:	*[788]	SOFTWARE[788]
27-56	5355-5356	\*	*[788]	SOFTWARE[788]
27-57	5357-5358	\*	*[788]	SOFTWARE[788]
27-58	5358-5359	\*	*[788]	SOFTWARE[788]
27-59	5359-5360	`	*[788]	SOFTWARE[788]
27-60	5360-5367	Primary	*[788]	SOFTWARE[788]
27-61	5367-5368	`	*[788]	SOFTWARE[788]
27-62	5369-5380	instruments	*[788]	SOFTWARE[788]
27-63	5380-5381	\*	*[788]	SOFTWARE[788]
27-64	5381-5382	\*	*[788]	SOFTWARE[788]
27-65	5382-5383	:	*[788]	SOFTWARE[788]
27-66	5384-5385	A	*[788]	SOFTWARE[788]
27-67	5386-5393	primary	*[788]	SOFTWARE[788]
27-68	5394-5404	instrument	*[788]	SOFTWARE[788]
27-69	5405-5407	is	*[788]	SOFTWARE[788]
27-70	5408-5409	a	*[788]	SOFTWARE[788]
27-71	5410-5415	basic	*[788]	SOFTWARE[788]
27-72	5416-5425	financial	*[788]	SOFTWARE[788]
27-73	5426-5436	instrument	*[788]	SOFTWARE[788]
27-74	5437-5441	that	*[788]	SOFTWARE[788]
27-75	5442-5444	is	*[788]	SOFTWARE[788]
27-76	5445-5451	traded	*[788]	SOFTWARE[788]
27-77	5452-5454	on	*[788]	SOFTWARE[788]
27-78	5455-5456	a	*[788]	SOFTWARE[788]
27-79	5457-5463	market	*[788]	SOFTWARE[788]
27-80	5463-5464	,	*[788]	SOFTWARE[788]
27-81	5465-5468	and	*[788]	SOFTWARE[788]
27-82	5469-5478	therefore	*[788]	SOFTWARE[788]
27-83	5479-5484	their	*[788]	SOFTWARE[788]
27-84	5485-5491	prices	*[788]	SOFTWARE[788]
27-85	5492-5495	are	*[788]	SOFTWARE[788]
27-86	5496-5506	accessible	*[788]	SOFTWARE[788]
27-87	5507-5509	as	*[788]	SOFTWARE[788]
27-88	5510-5513	the	*[788]	SOFTWARE[788]
27-89	5514-5520	market	*[788]	SOFTWARE[788]
27-90	5521-5527	prices	*[788]	SOFTWARE[788]
27-91	5527-5528	.	*[788]	SOFTWARE[788]

#Text=Examples include stocks, bonds, commodities, and currencies. \* \*\*`Derivative` instruments\*\*: A derivative is a financial instrument whose payoff is contingent on a primary instrument.
28-1	5529-5537	Examples	*[788]	SOFTWARE[788]
28-2	5538-5545	include	*[788]	SOFTWARE[788]
28-3	5546-5552	stocks	*[788]	SOFTWARE[788]
28-4	5552-5553	,	*[788]	SOFTWARE[788]
28-5	5554-5559	bonds	*[788]	SOFTWARE[788]
28-6	5559-5560	,	*[788]	SOFTWARE[788]
28-7	5561-5572	commodities	*[788]	SOFTWARE[788]
28-8	5572-5573	,	*[788]	SOFTWARE[788]
28-9	5574-5577	and	*[788]	SOFTWARE[788]
28-10	5578-5588	currencies	*[788]	SOFTWARE[788]
28-11	5588-5589	.	*[788]	SOFTWARE[788]
28-12	5590-5591	\*	*[788]	SOFTWARE[788]
28-13	5592-5593	\*	*[788]	SOFTWARE[788]
28-14	5593-5594	\*	*[788]	SOFTWARE[788]
28-15	5594-5595	`	*[788]	SOFTWARE[788]
28-16	5595-5605	Derivative	*[788]	SOFTWARE[788]
28-17	5605-5606	`	*[788]	SOFTWARE[788]
28-18	5607-5618	instruments	*[788]	SOFTWARE[788]
28-19	5618-5619	\*	*[788]	SOFTWARE[788]
28-20	5619-5620	\*	*[788]	SOFTWARE[788]
28-21	5620-5621	:	*[788]	SOFTWARE[788]
28-22	5622-5623	A	*[788]	SOFTWARE[788]
28-23	5624-5634	derivative	*[788]	SOFTWARE[788]
28-24	5635-5637	is	*[788]	SOFTWARE[788]
28-25	5638-5639	a	*[788]	SOFTWARE[788]
28-26	5640-5649	financial	*[788]	SOFTWARE[788]
28-27	5650-5660	instrument	*[788]	SOFTWARE[788]
28-28	5661-5666	whose	*[788]	SOFTWARE[788]
28-29	5667-5673	payoff	*[788]	SOFTWARE[788]
28-30	5674-5676	is	*[788]	SOFTWARE[788]
28-31	5677-5687	contingent	*[788]	SOFTWARE[788]
28-32	5688-5690	on	*[788]	SOFTWARE[788]
28-33	5691-5692	a	*[788]	SOFTWARE[788]
28-34	5693-5700	primary	*[788]	SOFTWARE[788]
28-35	5701-5711	instrument	*[788]	SOFTWARE[788]
28-36	5711-5712	.	*[788]	SOFTWARE[788]

#Text=An (over-the-counter) derivative is not traded on the market, and therefore the price is not directly accessible.
29-1	5713-5715	An	*[788]	SOFTWARE[788]
29-2	5716-5717	(	*[788]	SOFTWARE[788]
29-3	5717-5733	over-the-counter	*[788]	SOFTWARE[788]
29-4	5733-5734	)	*[788]	SOFTWARE[788]
29-5	5735-5745	derivative	*[788]	SOFTWARE[788]
29-6	5746-5748	is	*[788]	SOFTWARE[788]
29-7	5749-5752	not	*[788]	SOFTWARE[788]
29-8	5753-5759	traded	*[788]	SOFTWARE[788]
29-9	5760-5762	on	*[788]	SOFTWARE[788]
29-10	5763-5766	the	*[788]	SOFTWARE[788]
29-11	5767-5773	market	*[788]	SOFTWARE[788]
29-12	5773-5774	,	*[788]	SOFTWARE[788]
29-13	5775-5778	and	*[788]	SOFTWARE[788]
29-14	5779-5788	therefore	*[788]	SOFTWARE[788]
29-15	5789-5792	the	*[788]	SOFTWARE[788]
29-16	5793-5798	price	*[788]	SOFTWARE[788]
29-17	5799-5801	is	*[788]	SOFTWARE[788]
29-18	5802-5805	not	*[788]	SOFTWARE[788]
29-19	5806-5814	directly	*[788]	SOFTWARE[788]
29-20	5815-5825	accessible	*[788]	SOFTWARE[788]
29-21	5825-5826	.	*[788]	SOFTWARE[788]

#Text=Examples include \[`EuropeanOption`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.instruments.EuropeanOption.html), \[`LookbackOption`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.instruments.LookbackOption.html), \[`VarianceSwap`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.instruments.VarianceSwap.html), and so forth.
30-1	5827-5835	Examples	*[788]	SOFTWARE[788]
30-2	5836-5843	include	*[788]	SOFTWARE[788]
30-3	5844-5845	\[	*[788]	SOFTWARE[788]
30-4	5845-5846	`	*[788]	SOFTWARE[788]
30-5	5846-5860	EuropeanOption	*[788]	SOFTWARE[788]
30-6	5860-5861	`	*[788]	SOFTWARE[788]
30-7	5861-5862	\]	*[788]	SOFTWARE[788]
30-8	5862-5863	(	*[788]	SOFTWARE[788]
30-9	5863-5868	https	*[788]	SOFTWARE[788]
30-10	5868-5869	:	*[788]	SOFTWARE[788]
30-11	5869-5870	/	*[788]	SOFTWARE[788]
30-12	5870-5871	/	*[788]	SOFTWARE[788]
30-13	5871-5895	pfnet-research.github.io	*[788]	SOFTWARE[788]
30-14	5895-5896	/	*[788]	SOFTWARE[788]
30-15	5896-5903	pfhedge	*[788]	SOFTWARE[788]
30-16	5903-5904	/	*[788]	SOFTWARE[788]
30-17	5904-5913	generated	*[788]	SOFTWARE[788]
30-18	5913-5914	/	*[788]	SOFTWARE[788]
30-19	5914-5953	pfhedge.instruments.EuropeanOption.html	*[788]	SOFTWARE[788]
30-19	5914-5921	pfhedge	*[788]	SOFTWARE[788]
30-20	5953-5954	)	*[788]	SOFTWARE[788]
30-21	5954-5955	,	*[788]	SOFTWARE[788]
30-22	5956-5957	\[	*[788]	SOFTWARE[788]
30-23	5957-5958	`	*[788]	SOFTWARE[788]
30-24	5958-5972	LookbackOption	*[788]	SOFTWARE[788]
30-25	5972-5973	`	*[788]	SOFTWARE[788]
30-26	5973-5974	\]	*[788]	SOFTWARE[788]
30-27	5974-5975	(	*[788]	SOFTWARE[788]
30-28	5975-5980	https	*[788]	SOFTWARE[788]
30-29	5980-5981	:	*[788]	SOFTWARE[788]
30-30	5981-5982	/	*[788]	SOFTWARE[788]
30-31	5982-5983	/	*[788]	SOFTWARE[788]
30-32	5983-6007	pfnet-research.github.io	*[788]	SOFTWARE[788]
30-33	6007-6008	/	*[788]	SOFTWARE[788]
30-34	6008-6015	pfhedge	*[788]	SOFTWARE[788]
30-35	6015-6016	/	*[788]	SOFTWARE[788]
30-36	6016-6025	generated	*[788]	SOFTWARE[788]
30-37	6025-6026	/	*[788]	SOFTWARE[788]
